0.00000     0.00000 194339.19682 10082690.02380     0.00000     0.00000     1.89101    98.10899   207.00000     5.00000    24.00000  2008.08966 38946.00000 29154.00000 90949.00000  1753.00000 10082690.02380 145583936.00000 7383268.50000 641114.25000 855219.81250 145583936.00000     0.06424  2048.00000 #CH
137744.43921 388945.62349 1206832.80658 1268453.57453     4.58846    12.95632    40.20128    42.25395   212.00000     1.00000    33.00000  2008.46203 27284.00000 21070.00000  3486.00000 183581.00000 1268453.57453 7730212.50000 1369652.87500 104069.92188  7241.75391 7730212.50000    29.37705  1024.00000 
53052.95520 1108379.99240 1093876.45235 1098114.08987     1.58205    33.05219    32.61969    32.74606   248.00000     2.00000    24.00000  2008.60530 146583.00000 21821.00000  3599.00000 455132.00000 1098114.08987 214968.42188 139718.67188  4161.48145   679.57800 214968.42188    72.83125  1024.00000
834.22120 1088169.45578 1046986.13237 1099222.62822     0.02579    33.63518    32.36221    33.97683   237.00000     6.00000     8.00000  2008.61429 275117.00000 15752.00000 35810.00000 321503.00000 1099222.62822 331519.25000 274912.21875  3080.09814  6456.15283 331519.25000    51.44764  1024.00000
240.50112 1092193.67152 1067097.17379 1120678.12135     0.00733    33.29646    32.53137    34.16483   452.00000     7.00000     2.00000  2008.68408 301174.00000 14946.00000 49068.00000 298873.00000 1120678.12135 361587.28125 307619.75000  2742.82202  8894.48828 361587.28125    47.82633  1024.00000
0.00000 1072897.95626 1060436.02227 1114766.31491     0.00000    33.03155    32.64788    34.32056   240.00000     8.00000     1.00000  2008.68427 308067.00000 14725.00000 50282.00000 292113.00000 1114766.31491 360607.68750 308067.00000  2726.47119  9141.71387 360607.68750    46.74458  1024.00000
417763.13971 244847.56856     0.00000 1147046.03369    23.08521    13.53006     0.00000    63.38473   262.00000     1.00000    32.00000  2008.93565  8126.00000 22350.00000  3125.00000 136862.00000 1147046.03369 8710896.00000 284901.87500 142633.35938 12392.35547 8710896.00000    21.13593  1024.00000
776953.18342 1173919.70461 1249368.84649 1137698.42798    17.91065    27.06169    28.80097    26.22670   235.00000     1.00000    25.00000  2009.00374 11684.00000 23246.00000  2418.00000 612755.00000 1137698.42798 110975.25000  3923.49634  4744.84521   552.87097 110975.25000    94.62923  1024.00000
2473496.88631 907574.98079 614730.20833 1309817.93425    46.62032    17.10592    11.58640    24.68737   271.00000     2.00000    30.00000  2009.05822 10083.00000 20142.00000  3376.00000 620860.00000 1309817.93425 122042.82031  3013.10352  1999.83813   117.63801 122042.82031    95.88090  1024.00000
2416015.52728 962017.08331 674899.46307 1336991.58302    44.82467    17.84844    12.52150    24.80539   231.00000     1.00000    30.00000  2009.25253  8285.00000 19003.00000  4959.00000 606760.00000 1336991.58302 121207.69531  2918.53296  1990.94067   227.68301 121207.69531    96.23012  1024.00000
122996.54069 496393.22139 56034.28067 10170718.38126     1.13401     4.57668     0.51663    93.77268  3054.00000     2.00000    15.00000  2008.60507 605140.00000 56928.00000 222849.00000  7348.00000 10170718.38126 21182412.00000 21116562.00000 1158329.50000 6146012.50000 21182412.00000     1.17584  1024.00000
