#  CH Int,   XBP Int,     AR Int,  Background | %intensity-CH   XBP          AR         BG		nXBP		nAR		nCH		l_DOB	    CHa       BPa       ARa        BGa     FD-int    Int-rat     chIR    xbpIR    arIR    bgIR   conversion%     shape    FD error    CH error  BPerror   ARerror  BGerror  CHA   BPA   ARA  BGA   FDA
956522.819864 1132703.533003 1498063.042300 1087278.033514    0.327960    1.775137    5.016982   92.879922  145.000000    2.000000    9.000000 2008.088317 9522.000000 43523.000000 93007.000000 2372381.000000 1102739.188995 479434.531250 1265.998413 8630.851562 28440.835938 430409.687500   97.880000 2048.000000 890986954925.182739 4088232272.702126 10437679357.300604 28086841228.044262 791266597096.779297 42677.000000 43805.000000 96656.000000 2389904.923106 2573042.923106
960719.505820 1170633.098135 1494804.508333 1099658.256890    1.184393    1.908878    4.455157   92.451572  124.000000    2.000000    4.000000 2008.090161 8832.000000 11682.000000 21352.000000 602305.000000 1112138.147799 123960.234375 1207.596680 2508.789307 6732.213867 113318.984375   99.920000 1024.000000 110294205908.504074 2368677178.611339 1407848281.105681 3504891608.062064 101531357167.205795 8850.000000 11693.000000 21445.000000 602695.086851 644683.086851
944661.025779 1171630.587946 1501563.856678 1103932.276384    1.258562    1.951025    4.432669   92.357744  106.000000    2.000000    1.000000 2008.091035 9492.000000 11864.000000 21032.000000 596060.000000 1115921.283248 124287.007812 1247.926147 2566.057617 6607.816406 113649.609375   99.910000 1024.000000 112369767160.873337 2411551833.067369 1455103120.047324 3641396393.475434 100619164688.434982 9507.000000 11870.000000 21192.000000 596434.087333 639003.087333
948497.037746 1165862.152487 1472374.868015 1101809.646441    0.956101    1.795690    4.385648   92.862561  112.000000    2.000000    2.000000 2008.091720 7167.000000 10951.000000 21178.000000 599244.000000 1113477.635587 124323.945312  955.076477 2357.880859 6583.513672 114248.687500   99.930000 1024.000000 109220135755.480392 1760788493.211579 1318608839.166387 3423640756.173418 101448063014.495514 7174.000000 10952.000000 21268.000000 599609.087333 639003.087333
934819.664089 1193122.296766 1476252.994768 1105974.237484    0.833286    2.428284    4.077302   92.661128  115.000000    1.000000    2.000000 2008.092406 6419.000000 14656.000000 19889.000000 603328.000000 1117681.778403 126898.804688  826.572876 3310.874512 6196.578613 116424.843750   99.940000 1024.000000 110305495965.674622 1492873808.677786 1816744875.330875 3315327200.499453 102658231896.086258 6425.000000 14657.000000 19972.000000 603629.086851 644683.086851
945304.763111 1194569.338862 1486041.506801 1110025.385194    0.727479    2.189532    3.912235   93.170754  109.000000    1.000000    3.000000 2008.092872 5559.000000 13240.000000 19017.000000 606310.000000 1121442.993849 128116.031250  740.364868 3001.358887 5989.726074 118175.703125   99.910000 1024.000000 111349764520.273926 1324323301.035272 1618417834.210987 3168571232.232584 103788060028.255630 5563.000000 13242.000000 19104.000000 606774.086851 644683.086851
940963.944669 1173370.132023 1477724.794556 1108703.311838    0.438880    2.275449    3.964837   93.320833   99.000000    1.000000    5.000000 2008.093777 3366.000000 13995.000000 19363.000000 607441.000000 1120324.192216 128474.804688  444.436279 3072.154297 5979.879883 118782.218750   99.920000 1024.000000 109760625321.587555 803853365.162585 1661448822.253480 3180253079.701376 102748716502.987549 3369.000000 14004.000000 19517.000000 607793.086851 644683.086851
947849.571826 1213898.932249 1466185.173525 1115008.316551    0.429713    2.381577    4.086178   93.102531  107.000000    2.000000    3.000000 2008.094469 3291.000000 14242.000000 20231.000000 606139.000000 1127374.992453 130700.015625  445.318726 3336.661377 6292.062012 120319.117188   99.880000 1024.000000 112709896739.679657 779481631.436348 1839123808.086831 3206298092.378847 104834286581.100906 3291.000000 14251.000000 20328.000000 606813.086851 644683.086851
951858.310837 1188924.731560 1451560.494284 1111060.059681    0.557902    2.108494    3.837584   93.496020  102.000000    1.000000    3.000000 2008.095091 4234.000000 12811.000000 19098.000000 607884.000000 1121659.524310 129968.515625  581.662292 2905.594482 5892.916016 120332.078125   99.900000 1024.000000 111630562814.529831 1003274844.890818 1567550906.350079 3009603529.949539 104101147144.645645 4239.000000 12824.000000 19217.000000 608403.086851 644683.086851
916803.923971 1169535.166926 1464623.387128 1099828.200005    0.469944    2.057280    4.320886   93.151891  116.000000    2.000000    4.000000 2008.095680 3639.000000 12488.000000 20944.000000 601284.000000 1112117.201676 126907.265625  455.657410 2759.402832 6542.033203 116898.890625   99.900000 1024.000000 109621252729.841949 870308980.867770 1498894837.960109 3457284152.026566 102102128951.060150 3648.000000 12498.000000 21100.000000 601757.087333 639003.087333
937919.284046 1170574.834658 1439533.029296 1095030.195763    0.433890    2.237048    3.882497   93.446566  113.000000    1.000000    5.000000 2008.096557 3296.000000 13616.000000 19216.000000 608010.000000 1106100.408493 127284.562500  441.048584 3028.264404 5877.687988 117732.421875   99.920000 1024.000000 111462339569.275055 820994226.762752 1687133450.142040 3107561292.695738 104463337927.835388 3300.000000 13618.000000 19350.000000 608415.086851 644683.086851
924383.821180 1163819.344564 1434588.462921 1088394.804325    0.461762    2.610529    4.111933   92.815776  117.000000    1.000000    5.000000 2008.097198 3510.000000 15761.000000 20140.000000 599206.000000 1100272.702834 125316.898438  453.305481 3489.041992 6217.187012 115013.046875   99.940000 1024.000000 109472178974.982391 903260113.504242 1946338203.350095 3155352253.059309 102430310984.258987 3513.000000 15766.000000 20236.000000 599488.087333 639003.087333
940919.763645 1149177.347596 1421602.173628 1087910.478913    0.876250    2.391813    4.498570   92.233367  109.000000    2.000000    6.000000 2008.097871 6538.000000 14612.000000 22216.000000 595202.000000 1099416.694193 125555.625000  888.096436 3156.086670 6793.325684 114554.562500   99.930000 1024.000000 109961148562.773468 1664403413.372143 1797058812.328408 3455747554.204702 101940504455.190247 6548.000000 14622.000000 22303.000000 595530.087333 639003.087333
