#  CH Int,   XBP Int,     AR Int,  Background | %intensity-CH   XBP          AR         BG		nXBP		nAR		nCH		l_DOB	    CHa       BPa       ARa        BGa     FD-int    Int-rat     chIR    xbpIR    arIR    bgIR   conversion%     shape
1005502.67799 1169173.91604 1627415.39090 1191484.92305    20.13592    23.41356    32.59017    23.86035   211.00000     3.00000    37.00000  2008.08832 46961.00000 33827.00000 97292.00000 2595696.00000 1191484.92305 505772.15625  6364.77002  6791.06201 30204.45508 505772.15625    95.12006  2048.00000
1007732.85076 1229630.29343 1700353.42183 1212426.30698    19.56709    23.87565    33.01566    23.54161   154.00000     2.00000    23.00000  2008.09016  8894.00000 10371.00000 21445.00000 614318.00000 1212426.30698 124775.84375  1236.22009  2194.49878  6801.37891 124775.84375    94.87060  1024.00000
988825.21132 1191133.03423 1664549.29357 1212664.23724    19.55293    23.55334    32.91463    23.97910   145.00000     2.00000    22.00000  2008.09104  9584.00000 11650.00000 21178.00000 612416.00000 1212664.23724 125822.13281  1267.94080  2457.22046  6686.91113 125822.13281    94.57687  1024.00000
1000313.27438 1197367.92145 1723402.02028 1218311.64536    19.46364    23.29784    33.53317    23.70535   162.00000     2.00000    15.00000  2008.09172  7203.00000 11625.00000 21278.00000 611469.00000 1218311.64536 126354.80469   985.80890  2349.59082  6683.74756 126354.80469    94.43063  1024.00000
983162.40604 1197407.72237 1636036.13644 1213786.64949    19.54445    23.80346    32.52303    24.12906   163.00000     1.00000    13.00000  2008.09241  6448.00000 13146.00000 19973.00000 609418.00000 1213786.64949 127380.10938   838.91998  2883.73389  6232.78320 127380.10938    94.11388  1024.00000
997057.56438 1294162.94353 1749606.26800 1229443.30830    18.91853    24.55591    33.19766    23.32790   148.00000     1.00000    15.00000  2008.09287  5653.00000 12688.00000 19111.00000 610053.00000 1229443.30830 129190.53906   775.57196  2800.02954  6086.13379 129190.53906    94.21195  1024.00000
982541.16141 1173788.28867 1627984.59741 1218137.15361    19.64119    23.46426    32.54374    24.35081   148.00000     1.00000    24.00000  2008.09378  3474.00000 15247.00000 19541.00000 606986.00000 1218137.15361 128947.25781   465.01706  3258.55078  6057.47900 128947.25781    93.73830  1024.00000
977842.92561 1222089.15763 1670258.08566 1228948.04487    19.17663    23.96658    32.75569    24.10109   128.00000     2.00000    13.00000  2008.09447  3305.00000 15456.00000 20330.00000 602919.00000 1228948.04487 131410.39062   451.19800  3477.80640  6358.96729 131410.39062    93.11023  1024.00000
1051690.63567 1250250.86696 1646144.27914 1245654.69639    20.24919    24.07226    31.69477    23.98377   142.00000     1.00000    17.00000  2008.09509  4273.00000 14505.00000 19225.00000 623071.00000 1245654.69639 130470.48438   594.43103  3224.89941  5946.54150 130470.48438    96.22235  1024.00000
1017288.86598 1305397.28120 1834025.41109 1253507.49523    18.80310    24.12836    33.89928    23.16926   149.00000     2.00000    28.00000  2008.09568  3746.00000 13284.00000 21146.00000 619128.00000 1253507.49523 129500.62500   488.98599  2708.55371  6700.13037 129500.62500    95.61342  1024.00000
